subject_id,trial_id,task,task_label,obj_dwell_prop,scene_dwell_prop,obj_fix_count,scene_fix_count,obj_dwell_early_ms,obj_dwell_middle_ms,obj_dwell_late_ms,scene_dwell_early_ms,scene_dwell_middle_ms,scene_dwell_late_ms,mean_fix_duration_ms,first_fix_latency_obj_ms,obj_scene_transitions,transition_entropy,obj_revisits,scene_revisits,scanpath_length_deg,fixation_dispersion,saccade_amplitude_mean_deg
3,172,ITEM,1,1.0,0.0,10,0,1572.0,1107.0,744.0,0.0,0.0,0.0,347.9,46.0,0.0,,0,0,10.302761548504597,162.59524132027963,1.1478074521130985
3,173,ITEM,1,1.0,0.0,9,0,754.0,1220.0,1027.0,0.0,0.0,0.0,333.44444444444446,43.0,0.0,,0,0,17.91401783476855,335.21946199164825,2.2573818654342315
3,174,ITEM,1,0.9661341853035144,0.03386581469648562,11,1,845.0,1320.0,859.0,106.0,0.0,0.0,260.8333333333333,87.0,2.0,1.0,1,0,14.717317128172853,300.3701743730433,1.3452814016865209
3,175,ITEM,1,0.7091301665638495,0.2908698334361505,8,4,909.0,1390.0,0.0,280.0,0.0,663.0,270.1666666666667,32.0,3.0,0.9182958340544896,1,1,35.04787426095275,865.7924292952671,3.2884806343930366
3,176,ITEM,1,0.7114544843802486,0.28854551561975145,6,3,991.0,388.0,739.0,0.0,635.0,224.0,330.77777777777777,44.0,2.0,1.0,1,0,14.478600017363629,304.9114151866261,1.8193648312718662
3,177,ITEM,1,0.9592226823829245,0.0407773176170755,12,1,878.0,885.0,1248.0,128.0,0.0,0.0,241.46153846153845,200.0,1.0,0.0,0,0,22.60024271101693,638.9067034032445,1.9079824439106774
3,178,ITEM,1,0.9372246696035242,0.06277533039647577,5,1,1195.0,507.0,0.0,114.0,0.0,0.0,302.6666666666667,256.0,1.0,0.0,0,0,11.71085384080653,396.668869461671,2.350029439901345
3,179,ITEM,1,1.0,0.0,12,0,880.0,735.0,1074.0,0.0,0.0,0.0,224.08333333333334,42.0,0.0,,0,0,13.353154011292471,490.0839314667645,1.2194016246571409
3,180,ITEM,1,0.9639765428651215,0.03602345713487853,10,1,1342.0,916.0,1194.0,129.0,0.0,0.0,325.54545454545456,218.0,1.0,0.0,0,0,16.60016997769356,373.66913707182186,1.6716088352352982
3,181,ITEM,1,0.9613809245172615,0.03861907548273844,9,1,1421.0,895.0,970.0,0.0,0.0,132.0,341.8,44.0,1.0,0.0,0,0,19.15287500855827,580.563693628703,2.1478863915062405
3,182,ITEM,1,0.8498888065233506,0.15011119347664936,8,2,985.0,414.0,894.0,0.0,405.0,0.0,269.8,34.0,4.0,1.0,2,1,22.701633274969932,801.8394874027363,2.5555054930637637
3,183,ITEM,1,0.849626502111075,0.15037349788892498,9,4,1036.0,1054.0,526.0,116.0,115.0,201.0,236.84615384615384,229.0,4.0,1.0,1,2,33.03046036367205,945.3132887860804,2.8308158301256285
3,184,ITEM,1,0.8597640891218873,0.1402359108781127,9,4,1254.0,954.0,416.0,51.0,0.0,344.0,234.76923076923077,144.0,2.0,1.0,0,1,35.85909272688735,1186.4331245410608,3.0890293312254853
3,185,ITEM,1,0.8586533110740122,0.14134668892598776,8,3,1502.0,805.0,779.0,198.0,0.0,310.0,326.72727272727275,304.0,2.0,1.0,0,1,15.853558369175207,762.6170107399831,1.595445499763417
